ID;Parent_ID;Tipo_Organo
3119;3118;SERVICIO DE LA VIA PÚBLICA Y SERVICIOS MUNICIPALES
3120;3119;JEFE/A DE UNIDAD DE GESTIÓN INTERNA-INFRAESTRUCTURA
3121;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
3122;3121;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE
3123;3122;SERVICIO DE LA VIA PÚBLICA Y SERVICIOS MUNICIPALES
3124;3123;JEFE/A DE UNIDAD DE GESTIÓN INTERNA-INFRAESTRUCTURA
3125;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
3126;3125;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE
3127;3126;SERVICIO DE LA VIA PÚBLICA Y SERVICIOS MUNICIPALES
3128;3127;JEFE/A DE UNIDAD DE GESTIÓN INTERNA-INFRAESTRUCTURA
3129;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
3130;3129;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE
3131;3130;SERVICIO DE LA VIA PÚBLICA Y SERVICIOS MUNICIPALES
3132;3131;JEFE/A DE UNIDAD DE GESTIÓN INTERNA-INFRAESTRUCTURA
3133;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
3134;3133;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE
3135;3134;SERVICIO DE LA VIA PÚBLICA Y SERVICIOS MUNICIPALES
3136;3135;JEFE/A DE UNIDAD DE GESTIÓN INTERNA-INFRAESTRUCTURA
3137;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
3138;3137;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE
3139;3138;SERVICIO DE LA VIA PÚBLICA Y SERVICIOS MUNICIPALES
3140;3139;JEFE/A DE UNIDAD DE GESTIÓN INTERNA-INFRAESTRUCTURA
3141;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
3142;3141;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE
3143;3142;SERVICIO DE LA VIA PÚBLICA Y SERVICIOS MUNICIPALES
3144;3143;JEFE/A DE UNIDAD DE GESTIÓN INTERNA-INFRAESTRUCTURA
3145;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
3146;3145;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE
3147;3146;SERVICIO DE LA VIA PÚBLICA Y SERVICIOS MUNICIPALES
3148;3147;DEPARTAMENTO DE INSTALACIONES Y SERVICIOS
3149;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
3150;3149;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE
3151;3150;SERVICIO DE LA VIA PÚBLICA Y SERVICIOS MUNICIPALES
3152;3151;DEPARTAMENTO DE INSTALACIONES Y SERVICIOS
3153;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
3154;3153;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE
3155;3154;SERVICIO DE LA VIA PÚBLICA Y SERVICIOS MUNICIPALES
3156;3155;DEPARTAMENTO DE INSTALACIONES Y SERVICIOS
3157;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
3158;3157;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE
3159;3158;SERVICIO DE LA VIA PÚBLICA Y SERVICIOS MUNICIPALES
3160;3159;DEPARTAMENTO DE INSTALACIONES Y SERVICIOS
3161;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
3162;3161;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE
3163;3162;SERVICIO DE GESTIÓN DE MEDIO AMBIENTE
3164;3163;SERVICIO DE GESTIÓN DE MEDIO AMBIENTE
3165;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
3166;3165;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE
3167;3166;SERVICIO DE GESTIÓN DE MEDIO AMBIENTE
3168;3167;SERVICIO DE GESTIÓN DE MEDIO AMBIENTE
3169;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
3170;3169;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE
3171;3170;SERVICIO DE GESTIÓN DE MEDIO AMBIENTE
3172;3171;SERVICIO DE GESTIÓN DE MEDIO AMBIENTE
3173;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
3174;3173;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE
3175;3174;SERVICIO DE GESTIÓN DE MEDIO AMBIENTE
3176;3175;SERVICIO DE GESTIÓN DE MEDIO AMBIENTE
3177;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
3178;3177;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE
3179;3178;SERVICIO DE GESTIÓN DE MEDIO AMBIENTE
3180;3179;SERVICIO DE GESTIÓN DE MEDIO AMBIENTE
3181;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
3182;3181;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE
3183;3182;SERVICIO DE GESTIÓN DE MEDIO AMBIENTE
3184;3183;SERVICIO DE GESTIÓN DE MEDIO AMBIENTE
3185;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
3186;3185;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE
3187;3186;SERVICIO DE GESTIÓN DE MEDIO AMBIENTE
3188;3187;SERVICIO DE GESTIÓN DE MEDIO AMBIENTE
3189;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
3190;3189;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE
3191;3190;SERVICIO DE GESTIÓN DE MEDIO AMBIENTE
3192;3191;SERVICIO DE GESTIÓN DE MEDIO AMBIENTE
3193;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
3194;3193;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE
3195;3194;SERVICIO DE GESTIÓN DE MEDIO AMBIENTE
3196;3195;SERVICIO DE GESTIÓN DE MEDIO AMBIENTE
3197;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
3198;3197;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE
3199;3198;SERVICIO DE GESTIÓN DE MEDIO AMBIENTE
3200;3199;SERVICIO DE GESTIÓN DE MEDIO AMBIENTE
3201;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
3202;3201;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE
3203;3202;SERVICIO DE GESTIÓN DE MEDIO AMBIENTE
3204;3203;SERVICIO DE GESTIÓN DE MEDIO AMBIENTE
3205;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
3206;3205;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE
3207;3206;SERVICIO DE GESTIÓN DE MEDIO AMBIENTE
3208;3207;DEPARTAMENTO DE ESPACIOS PÚBLICOS
3209;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
3210;3209;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE
3211;3210;SERVICIO DE GESTIÓN DE MEDIO AMBIENTE
3212;3211;DEPARTAMENTO DE ESPACIOS PÚBLICOS
3213;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
3214;3213;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE
3215;3214;SERVICIO DE GESTIÓN DE MEDIO AMBIENTE
3216;3215;DEPARTAMENTO DE ESPACIOS PÚBLICOS
3217;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
3218;3217;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE
3219;3218;SERVICIO DE GESTIÓN DE MEDIO AMBIENTE
3220;3219;DEPARTAMENTO DE ESPACIOS PÚBLICOS
3221;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
3222;3221;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE
3223;3222;SERVICIO DE GESTIÓN DE MEDIO AMBIENTE
3224;3223;DEPARTAMENTO DE ESPACIOS PÚBLICOS
3225;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
3226;3225;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE
3227;3226;SERVICIO DE GESTIÓN DE MEDIO AMBIENTE
3228;3227;DEPARTAMENTO DE ESPACIOS PÚBLICOS
3229;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
3230;3229;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE
3231;3230;SERVICIO DE GESTIÓN DE MEDIO AMBIENTE
3232;3231;DEPARTAMENTO DE ESPACIOS PÚBLICOS
3233;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
3234;3233;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE
3235;3234;SERVICIO DE GESTIÓN DE MEDIO AMBIENTE
3236;3235;DEPARTAMENTO DE ESPACIOS PÚBLICOS
3237;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
3238;3237;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL
3239;3238;SERVICIO DE MOVILIDAD Y FIESTAS
3240;3239;DEPARTAMENTO DE TRANSPORTE PÚBLICO Y CIRCULACION
3241;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
3242;3241;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL
3243;3242;SERVICIO DE MOVILIDAD Y FIESTAS
3244;3243;DEPARTAMENTO DE FIESTAS MAYORES Y EVENTOS
3245;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
3246;3245;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL
3247;3246;SERVICIO DE PROTECCIÓN Y BIENESTAR ANIMAL
3248;3247;DEPARTAMENTO DE GESTIÓN, CONSERVACIÓN E INVESTIGACIÓN
3249;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
3250;3249;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL
3251;3250;SERVICIO DE PROTECCIÓN Y BIENESTAR ANIMAL
3252;3251;DEPARTAMENTO DE TRAMITACIÓN ADMNISTRATIVA Y ASISTENCIA JURÍDICA
3253;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
3254;3253;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL
3255;3254;SERVICIO DE PROTECCIÓN Y BIENESTAR ANIMAL
3256;3255;DEPARTAMENTO DE TRAMITACIÓN ADMNISTRATIVA Y ASISTENCIA JURÍDICA
3257;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
3258;3257;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL
3259;3258;SEGURIDAD CIUDADANA
3260;3259;SEGURIDAD CIUDADANA
3261;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
3262;3261;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL
3263;3262;SEGURIDAD CIUDADANA
3264;3263;SEGURIDAD CIUDADANA
3265;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
3266;3265;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL
3267;3266;SEGURIDAD CIUDADANA
3268;3267;SEGURIDAD CIUDADANA
3269;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
3270;3269;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL
3271;3270;SEGURIDAD CIUDADANA
3272;3271;SEGURIDAD CIUDADANA
3273;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
3274;3273;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL
3275;3274;SEGURIDAD CIUDADANA
3276;3275;SEGURIDAD CIUDADANA
3277;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
3278;3277;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL
3279;3278;SEGURIDAD CIUDADANA
3280;3279;SEGURIDAD CIUDADANA
3281;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
3282;3281;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL
3283;3282;SEGURIDAD CIUDADANA
3284;3283;SEGURIDAD CIUDADANA
3285;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
3286;3285;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL
3287;3286;SEGURIDAD CIUDADANA
3288;3287;SEGURIDAD CIUDADANA
3289;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
3290;3289;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL
3291;3290;SEGURIDAD CIUDADANA
3292;3291;SEGURIDAD CIUDADANA
3293;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
3294;3293;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL
3295;3294;SEGURIDAD CIUDADANA
3296;3295;SEGURIDAD CIUDADANA
3297;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
3298;3297;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL
3299;3298;SEGURIDAD CIUDADANA
3300;3299;SEGURIDAD CIUDADANA
3301;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
3302;3301;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL
3303;3302;SEGURIDAD CIUDADANA
3304;3303;SEGURIDAD CIUDADANA
3305;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
3306;3305;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL
3307;3306;SEGURIDAD CIUDADANA
3308;3307;SEGURIDAD CIUDADANA
3309;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
3310;3309;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL
3311;3310;SEGURIDAD CIUDADANA
3312;3311;SEGURIDAD CIUDADANA
3313;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
3314;3313;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL
3315;3314;SEGURIDAD CIUDADANA
3316;3315;SEGURIDAD CIUDADANA
3317;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
3318;3317;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL
3319;3318;SEGURIDAD CIUDADANA
3320;3319;SEGURIDAD CIUDADANA
3321;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
3322;3321;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL
3323;3322;SEGURIDAD CIUDADANA
3324;3323;SEGURIDAD CIUDADANA
3325;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
3326;3325;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL
3327;3326;SEGURIDAD CIUDADANA
3328;3327;SEGURIDAD CIUDADANA
3329;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
3330;3329;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL
3331;3330;SEGURIDAD CIUDADANA
3332;3331;SEGURIDAD CIUDADANA
3333;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
3334;3333;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL
3335;3334;SEGURIDAD CIUDADANA
3336;3335;SEGURIDAD CIUDADANA
3337;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
3338;3337;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL
3339;3338;SEGURIDAD CIUDADANA
3340;3339;SEGURIDAD CIUDADANA
3341;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
3342;3341;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL
3343;3342;SEGURIDAD CIUDADANA
3344;3343;SEGURIDAD CIUDADANA
3345;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
3346;3345;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL
3347;3346;SEGURIDAD CIUDADANA
3348;3347;SEGURIDAD CIUDADANA
3349;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
3350;3349;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL
3351;3350;SEGURIDAD CIUDADANA
3352;3351;SEGURIDAD CIUDADANA
3353;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
3354;3353;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL
3355;3354;SEGURIDAD CIUDADANA
3356;3355;SEGURIDAD CIUDADANA
3357;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
3358;3357;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL
3359;3358;SEGURIDAD CIUDADANA
3360;3359;SEGURIDAD CIUDADANA
3361;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
3362;3361;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL
3363;3362;SEGURIDAD CIUDADANA
3364;3363;SEGURIDAD CIUDADANA
3365;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
3366;3365;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL
3367;3366;SEGURIDAD CIUDADANA
3368;3367;SEGURIDAD CIUDADANA
3369;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
3370;3369;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL
3371;3370;SEGURIDAD CIUDADANA
3372;3371;SEGURIDAD CIUDADANA
3373;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
3374;3373;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL
3375;3374;SEGURIDAD CIUDADANA
3376;3375;SEGURIDAD CIUDADANA
3377;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
3378;3377;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL
3379;3378;SEGURIDAD CIUDADANA
3380;3379;SEGURIDAD CIUDADANA
3381;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
3382;3381;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL
3383;3382;SEGURIDAD CIUDADANA
3384;3383;SEGURIDAD CIUDADANA
3385;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
3386;3385;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL
3387;3386;SEGURIDAD CIUDADANA
3388;3387;SEGURIDAD CIUDADANA
3389;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
3390;3389;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL
3391;3390;SEGURIDAD CIUDADANA
3392;3391;SEGURIDAD CIUDADANA
3393;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
3394;3393;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL
3395;3394;SEGURIDAD CIUDADANA
3396;3395;SEGURIDAD CIUDADANA
3397;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
3398;3397;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL
3399;3398;SEGURIDAD CIUDADANA
3400;3399;SEGURIDAD CIUDADANA
3401;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
3402;3401;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL
3403;3402;SEGURIDAD CIUDADANA
