"areaGobierno","delegacion","servicio","departamento","nivelPuesto","zz","nombrePuesto","tipoPuesto","tipoPersonal","formaProvision","adscripciongrupos","adcripcionescalas","nivelComplementoDestino","complementoEspecificoEuros","observaciones","requisitos","situacion"
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL","SERVICIO DE MOVILIDAD Y FIESTAS","DEPARTAMENTO DE FIESTAS MAYORES Y EVENTOS","AU","AU016","OFICIAL SEGUNDA  OFICIOS (CARPINTERO, ALBAÑIL, PINTOR, CERRAJERO, ELECTRI, MECANICO, FONTAN, JARDINERO)","NS","F/L","C","C2","A.G.",14270,10709,"AERL","TA0",
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL","SERVICIO DE MOVILIDAD Y FIESTAS","DEPARTAMENTO DE FIESTAS MAYORES Y EVENTOS","AU","AU016","OFICIAL SEGUNDA  OFICIOS (CARPINTERO, ALBAÑIL, PINTOR, CERRAJERO, ELECTRI, MECANICO, FONTAN, JARDINERO)","NS","F/L","C","C2","A.G.",14270,10709,"AERL","TA0",
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL","SERVICIO DE MOVILIDAD Y FIESTAS","DEPARTAMENTO DE FIESTAS MAYORES Y EVENTOS","AU","AU016","OFICIAL SEGUNDA  OFICIOS (CARPINTERO, ALBAÑIL, PINTOR, CERRAJERO, ELECTRI, MECANICO, FONTAN, JARDINERO)","NS","F/L","C","C2","A.G.",14270,10709,"AERL","TA0",
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL","SERVICIO DE PROTECCIÓN Y BIENESTAR ANIMAL","DEPARTAMENTO DE GESTIÓN, CONSERVACIÓN E INVESTIGACIÓN","AU","AU016","OFICIAL SEGUNDA  OFICIOS (CARPINTERO, ALBAÑIL, PINTOR, CERRAJERO, ELECTRI, MECANICO, FONTAN, JARDINERO)","NS","F/L","C","C2","A.G.",14270,10709,"AERL","TA0",
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL","SERVICIO DE PROTECCIÓN Y BIENESTAR ANIMAL","DEPARTAMENTO DE GESTIÓN, CONSERVACIÓN E INVESTIGACIÓN","AU","AU023","ENCARGADO/A AUXILIARES","S","F/L","C","C2","A.G.",16270,10709,"AERL","TA0",
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL","SERVICIO DE PROTECCIÓN Y BIENESTAR ANIMAL","DEPARTAMENTO DE TRAMITACIÓN ADMNISTRATIVA Y ASISTENCIA JURÍDICA","AU","AU023","ENCARGADO/A AUXILIARES","S","F/L","C","C2","A.G.",16270,10709,"AERL","TA0","VACANTE"
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL","SEGURIDAD CIUDADANA","SEGURIDAD CIUDADANA","AU","AU019","CONDUCTOR/A PRESIDENCIA","NS","L","C","C2",,16270,10709,,"TA0",
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL","SEGURIDAD CIUDADANA","SEGURIDAD CIUDADANA","AU","AU023","ENCARGADO/A AUXILIARES","S","F/L","C","C2","A.G.",16270,10709,"AERL","TA0","VACANTE"
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL","SEGURIDAD CIUDADANA","SEGURIDAD CIUDADANA","AU","AU016","OFICIAL SEGUNDA  OFICIOS (CARPINTERO, ALBAÑIL, PINTOR, CERRAJERO, ELECTRI, MECANICO, FONTAN, JARDINERO)","NS","F/L","C","C2","A.G.",14270,10709,"AERL","TA0",
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL","SEGURIDAD CIUDADANA","SEGURIDAD CIUDADANA","AU","AU023","ENCARGADO/A AUXILIARES","S","F/L","C","C2","A.G.",16270,10709,"AERL","TA0",
"ALCALDÍA   PRESIDENCIA","ALCALDÍA   PRESIDENCIA","SERVICIO DE ALCALDÍA PRESIDENCIA Y GABINETE JURÍDICO","DEPARTAMENTO DE IMPRENT, IMAGEN Y COMUNICACIÓN","AU","AU015","OFICIAL PRIMERA  OFICIOS (CAPATAZ, CARPINTERO, ALBAÑIL, PINTOR, CERRAJERO, ELECTRI, MECANICO, FONTAN, JARDINERO,IMPRENTA, SEPULTURERO, TALADOR)","NS","F/L","C","C2","A.G.",16275,10908,"AERL","TA0",
"ALCALDÍA   PRESIDENCIA","ALCALDÍA   PRESIDENCIA","SERVICIO DE ALCALDÍA PRESIDENCIA Y GABINETE JURÍDICO","DEPARTAMENTO DE IMPRENT, IMAGEN Y COMUNICACIÓN","AU","AU015","OFICIAL PRIMERA  OFICIOS (CAPATAZ, CARPINTERO, ALBAÑIL, PINTOR, CERRAJERO, ELECTRI, MECANICO, FONTAN, JARDINERO,IMPRENTA, SEPULTURERO, TALADOR)","NS","F/L","C","C2","A.G.",16275,10908,"AERL","TA0",
"ALCALDÍA   PRESIDENCIA","ALCALDÍA   PRESIDENCIA","SERVICIO DE ALCALDÍA PRESIDENCIA Y GABINETE JURÍDICO","DEPARTAMENTO DE IMPRENT, IMAGEN Y COMUNICACIÓN","AU","AU015","OFICIAL PRIMERA  OFICIOS (CAPATAZ, CARPINTERO, ALBAÑIL, PINTOR, CERRAJERO, ELECTRI, MECANICO, FONTAN, JARDINERO,IMPRENTA, SEPULTURERO, TALADOR)","NS","F/L","C","C2","A.G.",16275,10908,"AERL","TA0",
"ALCALDÍA   PRESIDENCIA","ALCALDÍA   PRESIDENCIA","SERVICIO DE ALCALDÍA PRESIDENCIA Y GABINETE JURÍDICO","DEPARTAMENTO DE IMPRENT, IMAGEN Y COMUNICACIÓN","AU","AU015","OFICIAL PRIMERA  OFICIOS (CAPATAZ, CARPINTERO, ALBAÑIL, PINTOR, CERRAJERO, ELECTRI, MECANICO, FONTAN, JARDINERO,IMPRENTA, SEPULTURERO, TALADOR)","NS","F/L","C","C2","A.G.",16275,10908,"AERL","TA0","VACANTE"
"ALCALDÍA   PRESIDENCIA","ALCALDÍA   PRESIDENCIA","SERVICIO DE ALCALDÍA PRESIDENCIA Y GABINETE JURÍDICO","DEPARTAMENTO DE IMPRENT, IMAGEN Y COMUNICACIÓN","AU","AU015","OFICIAL PRIMERA  OFICIOS (CAPATAZ, CARPINTERO, ALBAÑIL, PINTOR, CERRAJERO, ELECTRI, MECANICO, FONTAN, JARDINERO,IMPRENTA, SEPULTURERO, TALADOR)","NS","F/L","C","C2","A.G.",16275,10908,"AERL","TA0",
"ALCALDÍA   PRESIDENCIA","ALCALDÍA   PRESIDENCIA","SERVICIO DE ALCALDÍA PRESIDENCIA Y GABINETE JURÍDICO","DEPARTAMENTO DE IMPRENT, IMAGEN Y COMUNICACIÓN","AU","AU015","OFICIAL PRIMERA  OFICIOS (CAPATAZ, CARPINTERO, ALBAÑIL, PINTOR, CERRAJERO, ELECTRI, MECANICO, FONTAN, JARDINERO,IMPRENTA, SEPULTURERO, TALADOR)","NS","F/L","C","C2","A.G.",16275,10908,"AERL","TA0","VACANTE"
"ÁREA DE GOBIERNO DE ACCIÓN SOCIAL 
Y POLÍTICAS INCLUSIVAS","DELEGACIÓN DE ACCIÓN SOCIAL Y MAYORES","SERVICIO DE ACCIÓN SOCIAL Y MAYORES","DEPARTAMENTO DE  ACCIÓN COMUNITARIA Y ACOGIDA","AU","AU015","OFICIAL PRIMERA  OFICIOS (CAPATAZ, CARPINTERO, ALBAÑIL, PINTOR, CERRAJERO;","NS","F/L","C","C2","A.G.",16275,10908,"AERL","TA0","VACANTE"
"ÁREA DE GOBIERNO DE ACCIÓN SOCIAL 
Y POLÍTICAS INCLUSIVAS","DELEGACIÓN DE IGUALDAD, POLÍTICAS DE JUVENTUD E INFANCIA, DIVERSIDAD Y VIVIENDA Y COORDINACIÓN DE DISTRITOS","SERVICIO DE PARTICIPACIÓN CIUDADANA, DISTRITOS Y VIVIENDA","UNIDAD DE ATENCIÓN SUR","SU","SU020","ENCARGADO/A SUBALTERNOS","S","F/L","C","E","A.E.",14275,10908,"AERL","TA0",
"ÁREA DE GOBIERNO DE ACCIÓN SOCIAL 
Y POLÍTICAS INCLUSIVAS","DELEGACIÓN DE IGUALDAD, POLÍTICAS DE JUVENTUD E INFANCIA, DIVERSIDAD Y VIVIENDA Y COORDINACIÓN DE DISTRITOS","SERVICIO DE PARTICIPACIÓN CIUDADANA, DISTRITOS Y VIVIENDA","DEPARTAMENTO DE DISTRITO NORESTEESTE","AU","AU015","OFICIAL PRIMERA  OFICIOS (CAPATAZ, CARPINTERO, ALBAÑIL, PINTOR, CERRAJERO;","NS","F/L","C","C2","A.G.",16275,10908,"AERL","TA0",
"ÁREA DE GOBIERNO DE DINAMIZACIÓN CULTURAL Y PATRIMONIO HISTÓRICO","DELEGACIÓN DE CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DEL PATRIMONIO HISTÓRICO","SERVICIO DE  CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DE PATRIMONIO HISTÓRICO","DEPARTAMENTO DE CULTURA Y FIESTAS","AU","AU015","OFICIAL PRIMERA  OFICIOS (CAPATAZ, CARPINTERO, ALBAÑIL, PINTOR, CERRAJERO, ELE","NS","F/L","C","C2","A.G.",16275,10908,"AERL","TA0","VACANTE"
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH","DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS","SERVICIO DE RECURSOS HUMANOS","DEPARTAMENTO DE SALUD LABORAL Y PREVENCIÓN DE RIESGOS LABORALES","AU","AU015","OFICIAL PRIMERA  OFICIOS (CAPATAZ, CARPINTERO, ALBAÑIL, PINTOR, CERRAJERO, ELECTRI, MECANICO, FONTAN, JARDINERO,IM","NS","F/L","C","C2","A.G.",16275,10908,"AERL","TA0","VACANTE"
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH","DELEGACIÓN DE REACTIVACIÓN ECONÓMICA, CAPTACION DE INVERSIONES, EDUCACIÓN Y EMPLEO","SERVICIO DE REACTIVACIÓN ECONÓMICA, CAPTACIÓN DE INVERSIONES, EDUCACIÓN Y EMPLEO","DEPARTAMENTO DE EDUCACIÓN","AU","AU015","OFICIAL PRIMERA  OFICIOS (CAPATAZ, CARPINTERO, ALBAÑIL, PINTOR, CERRAJERO, ELECTRI, MECANICO, FONTAN, JARDINERO,IM","NS","F/L","C","C2","A.G.",16275,10908,"AERL","TA0","VACANTE"
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH","DELEGACIÓN DE REACTIVACIÓN ECONÓMICA, CAPTACION DE INVERSIONES, EDUCACIÓN Y EMPLEO","SERVICIO DE REACTIVACIÓN ECONÓMICA, CAPTACIÓN DE INVERSIONES, EDUCACIÓN Y EMPLEO","DEPARTAMENTO DE EDUCACIÓN","AU","AU015","OFICIAL PRIMERA  OFICIOS (CAPATAZ, CARPINTERO, ALBAÑIL, PINTOR, CERRAJERO, ELECTRI, MECANICO, FONTAN, JARDINERO,IM","NS","F/L","C","C2","A.G.",16275,10908,"AERL","TA0","VACANTE"
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH","DELEGACIÓN DE REACTIVACIÓN ECONÓMICA, CAPTACION DE INVERSIONES, EDUCACIÓN Y EMPLEO","SERVICIO DE REACTIVACIÓN ECONÓMICA, CAPTACIÓN DE INVERSIONES, EDUCACIÓN Y EMPLEO","DEPARTAMENTO DE EDUCACIÓN","AU","AU015","OFICIAL PRIMERA  OFICIOS (CAPATAZ, CARPINTERO, ALBAÑIL, PINTOR, CERRAJERO, ELECTRI, MECANICO, FONTAN, JARDINERO,IM","NS","F/L","C","C2","A.G.",16275,10908,"AERL","TA0","VACANTE"
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH","DELEGACIÓN DE REACTIVACIÓN ECONÓMICA, CAPTACION DE INVERSIONES, EDUCACIÓN Y EMPLEO","SERVICIO DE REACTIVACIÓN ECONÓMICA, CAPTACIÓN DE INVERSIONES, EDUCACIÓN Y EMPLEO","DEPARTAMENTO DE EDUCACIÓN","AU","AU015","OFICIAL PRIMERA  OFICIOS (CAPATAZ, CARPINTERO, ALBAÑIL, PINTOR, CERRAJERO, ELECTRI, MECANICO, FONTAN, JARDINERO,IM","NS","F/L","C","C2","A.G.",16275,10908,"AERL","TA0",
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH","DELEGACIÓN DE REACTIVACIÓN ECONÓMICA, CAPTACION DE INVERSIONES, EDUCACIÓN Y EMPLEO","SERVICIO DE REACTIVACIÓN ECONÓMICA, CAPTACIÓN DE INVERSIONES, EDUCACIÓN Y EMPLEO","DEPARTAMENTO DE EDUCACIÓN","AU","AU015","OFICIAL PRIMERA  OFICIOS (CAPATAZ, CARPINTERO, ALBAÑIL, PINTOR, CERRAJERO, ELECTRI, MECANICO, FONTAN, JARDINERO,IM","NS","F/L","C","C2","A.G.",16275,10908,"AERL","TA0",
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH","DELEGACIÓN DE REACTIVACIÓN ECONÓMICA, CAPTACION DE INVERSIONES, EDUCACIÓN Y EMPLEO","SERVICIO DE REACTIVACIÓN ECONÓMICA, CAPTACIÓN DE INVERSIONES, EDUCACIÓN Y EMPLEO","DEPARTAMENTO DE EDUCACIÓN","AU","AU015","OFICIAL PRIMERA  OFICIOS (CAPATAZ, CARPINTERO, ALBAÑIL, PINTOR, CERRAJERO, ELECTRI, MECANICO, FONTAN, JARDINERO,IM","NS","F/L","C","C2","A.G.",16275,10908,"AERL","TA0",
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH","DELEGACIÓN DE REACTIVACIÓN ECONÓMICA, CAPTACION DE INVERSIONES, EDUCACIÓN Y EMPLEO","SERVICIO DE REACTIVACIÓN ECONÓMICA, CAPTACIÓN DE INVERSIONES, EDUCACIÓN Y EMPLEO","DEPARTAMENTO DE EDUCACIÓN","AU","AU015","OFICIAL PRIMERA  OFICIOS (CAPATAZ, CARPINTERO, ALBAÑIL, PINTOR, CERRAJERO, ELECTRI, MECANICO, FONTAN, JARDINERO,IM","NS","F/L","C","C2","A.G.",16275,10908,"AERL","TA0",
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH","DELEGACIÓN DE REACTIVACIÓN ECONÓMICA, CAPTACION DE INVERSIONES, EDUCACIÓN Y EMPLEO","SERVICIO DE REACTIVACIÓN ECONÓMICA, CAPTACIÓN DE INVERSIONES, EDUCACIÓN Y EMPLEO","DEPARTAMENTO DE EDUCACIÓN","AU","AU015","OFICIAL PRIMERA  OFICIOS (CAPATAZ, CARPINTERO, ALBAÑIL, PINTOR, CERRAJERO, ELECTRI, MECANICO, FONTAN, JARDINERO,IM","NS","F/L","C","C2","A.G.",16275,10908,"AERL","TA0",
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH","DELEGACIÓN DE REACTIVACIÓN ECONÓMICA, CAPTACION DE INVERSIONES, EDUCACIÓN Y EMPLEO","SERVICIO DE REACTIVACIÓN ECONÓMICA, CAPTACIÓN DE INVERSIONES, EDUCACIÓN Y EMPLEO","DEPARTAMENTO DE EDUCACIÓN","AU","AU015","OFICIAL PRIMERA  OFICIOS (CAPATAZ, CARPINTERO, ALBAÑIL, PINTOR, CERRAJERO, ELECTRI, MECANICO, FONTAN, JARDINERO,IM","NS","F/L","C","C2","A.G.",16275,10908,"AERL","TA0",
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH","DELEGACIÓN DE REACTIVACIÓN ECONÓMICA, CAPTACION DE INVERSIONES, EDUCACIÓN Y EMPLEO","SERVICIO DE REACTIVACIÓN ECONÓMICA, CAPTACIÓN DE INVERSIONES, EDUCACIÓN Y EMPLEO","DEPARTAMENTO DE EDUCACIÓN","SU","SU020","ENCARGADO/A SUBALTERNOS","S","F/L","C","E","A.E.",14275,10908,"AERL","TA0","VACANTE"
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH","DELEGACIÓN DE TURISMO, COMERCIO Y CONSUMO","SERVICIO DE TURISMO, COMERCIO Y CONSUMO","SERVICIO DE TURISMO, COMERCIO Y CONSUMO","AU","AU015","OFICIAL PRIMERA  OFICIOS (CAPATAZ, CARPINTERO, ALBAÑIL, PINTOR, CERRAJERO, ELECTRI, MECANICO, FONTAN, JARDINERO,IM","NS","F/L","C","C2","A.G.",16275,10908,"AERL","TA0",
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH","DELEGACIÓN DE DEPORTES Y MEDIO RURAL","SERVICIO DE PROMOCIÓN E INSTALACIONES DEPORTIVAS","SERVICIO DE PROMOCIÓN E INSTALACIONES DEPORTIVAS","AU","AU015","OFICIAL PRIMERA  OFICIOS (CAPATAZ, CARPINTERO, ALBAÑIL, PINTOR, CERRAJERO, ELECTRI, MECANICO, FONTAN, JARDINERO,IM","NS","F/L","C","C2","A.G.",16275,10908,"AERL","TA0","VACANTE"
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE","SERVICIO DE LA VIA PÚBLICA Y SERVICIOS MUNICIPALES","SERVICIO DE LA VIA PÚBLICA Y SERVICIOS MUNICIPALES","AU","AU015","OFICIAL PRIMERA  OFICIOS (CAPATAZ, CARPINTERO, ALBAÑIL, PINTOR, CERRAJERO, ELECTRI, MECANICO, FONTAN, JARDINERO,IMPRENTA, SEPULTURERO, TALADOR)","NS","F/L","C","C2","A.G.",16275,10908,"AERL","TA0",
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE","SERVICIO DE LA VIA PÚBLICA Y SERVICIOS MUNICIPALES","JEFE/A DE UNIDAD DE GESTIÓN INTERNAINFRAESTRUCTURA","AU","AU015","OFICIAL PRIMERA  OFICIOS (CAPATAZ, CARPINTERO, ALBAÑIL, PINTOR, CERRAJERO, ELECTRI, MECANICO, FONTAN, JARDINERO,IMPRENTA, SEPULTURERO, TALADOR)","NS","F/L","C","C2","A.G.",16275,10908,"AERL","TA0",
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE","SERVICIO DE LA VIA PÚBLICA Y SERVICIOS MUNICIPALES","JEFE/A DE UNIDAD DE GESTIÓN INTERNAINFRAESTRUCTURA","AU","AU015","OFICIAL PRIMERA  OFICIOS (CAPATAZ, CARPINTERO, ALBAÑIL, PINTOR, CERRAJERO, ELECTRI, MECANICO, FONTAN, JARDINERO,IMPRENTA, SEPULTURERO, TALADOR)","NS","F/L","C","C2","A.G.",16275,10908,"AERL","TA0","VACANTE"
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE","SERVICIO DE LA VIA PÚBLICA Y SERVICIOS MUNICIPALES","JEFE/A DE UNIDAD DE GESTIÓN INTERNAINFRAESTRUCTURA","AU","AU015","OFICIAL PRIMERA  OFICIOS (CAPATAZ, CARPINTERO, ALBAÑIL, PINTOR, CERRAJERO, ELECTRI, MECANICO, FONTAN, JARDINERO,IMPRENTA, SEPULTURERO, TALADOR)","NS","F/L","C","C2","A.G.",16275,10908,"AERL","TA0","VACANTE"
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE","SERVICIO DE LA VIA PÚBLICA Y SERVICIOS MUNICIPALES","JEFE/A DE UNIDAD DE GESTIÓN INTERNAINFRAESTRUCTURA","AU","AU015","OFICIAL PRIMERA  OFICIOS (CAPATAZ, CARPINTERO, ALBAÑIL, PINTOR, CERRAJERO, ELECTRI, MECANICO, FONTAN, JARDINERO,IMPRENTA, SEPULTURERO, TALADOR)","NS","F/L","C","C2","A.G.",16275,10908,"AERL","TA0",
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE","SERVICIO DE LA VIA PÚBLICA Y SERVICIOS MUNICIPALES","JEFE/A DE UNIDAD DE GESTIÓN INTERNAINFRAESTRUCTURA","AU","AU015","OFICIAL PRIMERA  OFICIOS (CAPATAZ, CARPINTERO, ALBAÑIL, PINTOR, CERRAJERO, ELECTRI, MECANICO, FONTAN, JARDINERO,IMPRENTA, SEPULTURERO, TALADOR)","NS","F/L","C","C2","A.G.",16275,10908,"AERL","TA0","VACANTE"
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE","SERVICIO DE LA VIA PÚBLICA Y SERVICIOS MUNICIPALES","JEFE/A DE UNIDAD DE GESTIÓN INTERNAINFRAESTRUCTURA","AU","AU015","OFICIAL PRIMERA  OFICIOS (CAPATAZ, CARPINTERO, ALBAÑIL, PINTOR, CERRAJERO, ELECTRI, MECANICO, FONTAN, JARDINERO,IMPRENTA, SEPULTURERO, TALADOR)","NS","F/L","C","C2","A.G.",16275,10908,"AERL","TA0","VACANTE"
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE","SERVICIO DE LA VIA PÚBLICA Y SERVICIOS MUNICIPALES","JEFE/A DE UNIDAD DE GESTIÓN INTERNAINFRAESTRUCTURA","AU","AU015","OFICIAL PRIMERA  OFICIOS (CAPATAZ, CARPINTERO, ALBAÑIL, PINTOR, CERRAJERO, ELECTRI, MECANICO, FONTAN, JARDINERO,IMPRENTA, SEPULTURERO, TALADOR)","NS","F/L","C","C2","A.G.",16275,10908,"AERL","TA0",
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE","SERVICIO DE LA VIA PÚBLICA Y SERVICIOS MUNICIPALES","JEFE/A DE UNIDAD DE GESTIÓN INTERNAINFRAESTRUCTURA","AU","AU015","OFICIAL PRIMERA  OFICIOS (CAPATAZ, CARPINTERO, ALBAÑIL, PINTOR, CERRAJERO, ELECTRI, MECANICO, FONTAN, JARDINERO,IMPRENTA, SEPULTURERO, TALADOR)","NS","F/L","C","C2","A.G.",16275,10908,"AERL","TA0",
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE","SERVICIO DE LA VIA PÚBLICA Y SERVICIOS MUNICIPALES","JEFE/A DE UNIDAD DE GESTIÓN INTERNAINFRAESTRUCTURA","AU","AU015","OFICIAL PRIMERA  OFICIOS (CAPATAZ, CARPINTERO, ALBAÑIL, PINTOR, CERRAJERO, ELECTRI, MECANICO, FONTAN, JARDINERO,IMPRENTA, SEPULTURERO, TALADOR)","NS","F/L","C","C2","A.G.",16275,10908,"AERL","TA0","VACANTE"
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE","SERVICIO DE LA VIA PÚBLICA Y SERVICIOS MUNICIPALES","JEFE/A DE UNIDAD DE GESTIÓN INTERNAINFRAESTRUCTURA","AU","AU015","OFICIAL PRIMERA  OFICIOS (CAPATAZ, CARPINTERO, ALBAÑIL, PINTOR, CERRAJERO, ELECTRI, MECANICO, FONTAN, JARDINERO,IMPRENTA, SEPULTURERO, TALADOR)","NS","F/L","C","C2","A.G.",16275,10908,"AERL","TA0","VACANTE"
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE","SERVICIO DE LA VIA PÚBLICA Y SERVICIOS MUNICIPALES","JEFE/A DE UNIDAD DE GESTIÓN INTERNAINFRAESTRUCTURA","AU","AU015","OFICIAL PRIMERA  OFICIOS (CAPATAZ, CARPINTERO, ALBAÑIL, PINTOR, CERRAJERO, ELECTRI, MECANICO, FONTAN, JARDINERO,IMPRENTA, SEPULTURERO, TALADOR)","NS","F/L","C","C2","A.G.",16275,10908,"AERL","TA0","VACANTE"
