nombreUnidadOrganizativa,dotacion,numeroVacantes,puesto,nombrePuesto
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH - DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS - DEPARTAMENTO DE PAGOS Y PLANIFICACIÓN- TESORERIA - STAFF",1,1,AU008,AUXILIAR ADMINISTRATIVO DE COORDINACIÓN
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH - DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS - DEPARTAMENTO DE PAGOS Y PLANIFICACIÓN- TESORERIA - STAFF",1,1,TE011,ADMINISTRATIVO/A DE COORDINACIÓN
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH - DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS - DEPARTAMENTO DE PAGOS Y PLANIFICACIÓN- TESORERIA - STAFF",2,0,AU002,AUXILIAR ADMINISTRATIVO
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH - DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS - DEPARTAMENTO DE PATRIMONIO - SERVICIO DE PATRIMONIO",1,0,AU008,AUXILIAR ADMINISTRATIVO DE COORDINACIÓN
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH - DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS - DEPARTAMENTO DE PATRIMONIO - SERVICIO DE PATRIMONIO",1,0,TE012,ADMINISTRATIVO/A
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH - DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS - DEPARTAMENTO DE PATRIMONIO - SERVICIO DE PATRIMONIO",1,0,TE006,DELINEANTE
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH - DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS - DEPARTAMENTO DE PATRIMONIO - SERVICIO DE PATRIMONIO",1,0,TM018,ARQUITECTO/A TÉCNICO/A/ APAREJADOR/A DE PROYECTOS Y OBRAS
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH - DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS - DEPARTAMENTO DE PATRIMONIO - SERVICIO DE PATRIMONIO",1,0,JU131,JEFE/A DE UNIDAD TÉCNICA DE PATRIMONIO
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH - DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS - DEPARTAMENTO DE PATRIMONIO - SERVICIO DE PATRIMONIO",1,0,JU132,JEFE/A DE UNIDAD JURÍDICA DE PATRIMONIO
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH - DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS - DEPARTAMENTO DE PATRIMONIO - SERVICIO DE PATRIMONIO",1,0,JD081,JEFATURA DE DEPARTAMENTO DE PATRIMONIO
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH - DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS - DEPARTAMENTO DE PATRIMONIO - SERVICIO DE PATRIMONIO",1,1,AU021,SECRETARIO/A DIRECCIÓN
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH - DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS - DEPARTAMENTO DE PATRIMONIO - SERVICIO DE PATRIMONIO",2,1,TM003,ARQUITECTO/A TÉCNICO/A/ APAREJADOR/A
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH - DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS - DEPARTAMENTO DE PROCEDIMIENTOS DE RECAUDACIÓN EJECUTIVA - RECAUDADOR",1,0,AU008,AUXILIAR ADMINISTRATIVO DE COORDINACIÓN
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH - DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS - DEPARTAMENTO DE PROCEDIMIENTOS DE RECAUDACIÓN EJECUTIVA - RECAUDADOR",1,0,TS010,ASESOR/A JURIDICO
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH - DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS - DEPARTAMENTO DE PROCEDIMIENTOS DE RECAUDACIÓN EJECUTIVA - RECAUDADOR",1,0,JU138,JEFE/A DE UNIDAD DE PROCEDIMIENTOS DE EJECUCIÓN
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH - DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS - DEPARTAMENTO DE PROCEDIMIENTOS DE RECAUDACIÓN EJECUTIVA - RECAUDADOR",1,0,JU139,JEFE/A DE UNIDAD DE PROCEDIMIENTOS ESPECIALES DE RECAUDACIÓN
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH - DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS - DEPARTAMENTO DE PROCEDIMIENTOS DE RECAUDACIÓN EJECUTIVA - RECAUDADOR",1,0,JD078,JEFATURA DE DEPARTAMENTO DE PROCEDIMIENTOS DE RECAUDACIÓN EJECUTIVA
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH - DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS - DEPARTAMENTO DE PROCEDIMIENTOS DE RECAUDACIÓN EJECUTIVA - RECAUDADOR",3,0,TE012,ADMINISTRATIVO/A
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH - DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS - DEPARTAMENTO DE RELACIONES LABORALES Y SINDICALES - SERVICIO DE RECURSOS HUMANOS",1,0,TM002,TÉCNICO/A MEDIO DE GESTIÓN Y/O ATENCIÓN SOCIAL
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH - DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS - DEPARTAMENTO DE RELACIONES LABORALES Y SINDICALES - SERVICIO DE RECURSOS HUMANOS",1,0,JU167,JEFE/A DE UNIDAD DE GESTION ADMINISTRATIVA Y ASESORAMIENTO JURIDICO
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH - DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS - DEPARTAMENTO DE RELACIONES LABORALES Y SINDICALES - SERVICIO DE RECURSOS HUMANOS",1,1,JD083,JEFATURA DE DEPARTAMENTO DE RELACIONES LABORALES Y SINDICALES
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH - DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS - DEPARTAMENTO DE SALUD LABORAL Y PREVENCIÓN DE RIESGOS LABORALES - SERVICIO DE RECURSOS HUMANOS",1,0,AU002,AUXILIAR ADMINISTRATIVO
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH - DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS - DEPARTAMENTO DE SALUD LABORAL Y PREVENCIÓN DE RIESGOS LABORALES - SERVICIO DE RECURSOS HUMANOS",1,0,AU007,AUXILIAR DE ENFERMERÍA Y O CLINICA
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH - DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS - DEPARTAMENTO DE SALUD LABORAL Y PREVENCIÓN DE RIESGOS LABORALES - SERVICIO DE RECURSOS HUMANOS",1,0,TE016,TÉCNICO/A ESPECIALISTA EN PREVENCIÓN DE RIESGOS LABORALES
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH - DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS - DEPARTAMENTO DE SALUD LABORAL Y PREVENCIÓN DE RIESGOS LABORALES - SERVICIO DE RECURSOS HUMANOS",1,0,TM002,TÉCNICO/A MEDIO DE GESTIÓN Y/O ATENCIÓN SOCIAL
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH - DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS - DEPARTAMENTO DE SALUD LABORAL Y PREVENCIÓN DE RIESGOS LABORALES - SERVICIO DE RECURSOS HUMANOS",1,0,TM010,TÉCNICO/A MEDIO ENFERMERIA (D.U.E.)
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH - DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS - DEPARTAMENTO DE SALUD LABORAL Y PREVENCIÓN DE RIESGOS LABORALES - SERVICIO DE RECURSOS HUMANOS",1,0,TM019,INGENIERO/A TÉCNICO/A DE PROYECTOS Y OBRAS
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH - DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS - DEPARTAMENTO DE SALUD LABORAL Y PREVENCIÓN DE RIESGOS LABORALES - SERVICIO DE RECURSOS HUMANOS",1,0,JD010,JEFATURA DE DEPARTAMENTO DE SALUD LABORAL Y PREVENCIÓN DE RIESGOS LABORALES
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH - DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS - DEPARTAMENTO DE SALUD LABORAL Y PREVENCIÓN DE RIESGOS LABORALES - SERVICIO DE RECURSOS HUMANOS",1,1,AU015,"OFICIAL PRIMERA  OFICIOS (CAPATAZ, CARPINTERO, ALBAÑIL, PINTOR, CERRAJERO, ELECTRI, MECANICO, FONTAN, JARDINERO,IM"
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH - DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS - DEPARTAMENTO DE SALUD LABORAL Y PREVENCIÓN DE RIESGOS LABORALES - SERVICIO DE RECURSOS HUMANOS",1,1,TS011,TÉCNICO/A SUPERIOR MÉDICO
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH - DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS - DEPARTAMENTO DE SALUD LABORAL Y PREVENCIÓN DE RIESGOS LABORALES - SERVICIO DE RECURSOS HUMANOS",1,1,JU033,JEFE/A DE UNIDAD DE PREVENCIÓN DE RIESGOS LABORALES
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH - DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS - DEPARTAMENTO DE SERVICIOS GRALES Y COMUNICACIONES EXTERNAS- INTERVENCIÓN - STAFF",1,0,JD051,JEFATURA DE DEPARTAMENTO DE SERVICIOS GRALES Y COMUNICACIONES EXTERNAS- INTERVENCIÓN
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH - DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS - DEPARTAMENTO DE SERVICIOS GRALES Y COMUNICACIONES EXTERNAS- INTERVENCIÓN - STAFF",1,1,JU190,JEFE/A DE UNIDAD DE INFORMACION Y SISTEMAS DE CONTROL-INTERVENCIÓN
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH - DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS - DEPARTAMENTO DE SERVICIOS GRALES Y COMUNICACIONES EXTERNAS- INTERVENCIÓN - STAFF",1,1,JU022,JEFE/A DE UNIDAD DE SERVICIOS GENERALES- INTERVENCIÓN
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH - DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS - DEPARTAMENTO DE SERVICIOS Y RECURSOS - STAFF",1,0,JU148,JEFE/A DE UNIDAD DE SERVICIOS TÉCNICOS GENERALES
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH - DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS - DEPARTAMENTO DE SERVICIOS Y RECURSOS - STAFF",1,0,JD080,JEFATURA DE DEPARTAMENTO DE SERVICIOS Y RECURSOS
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH - DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS - DEPARTAMENTO DE TRIBUTOS - SERVICIOS TRIBUTARIOS",1,0,AU002,AUXILIAR ADMINISTRATIVO
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH - DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS - DEPARTAMENTO DE TRIBUTOS - SERVICIOS TRIBUTARIOS",1,0,TE012,ADMINISTRATIVO/A
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH - DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS - DEPARTAMENTO DE TRIBUTOS - SERVICIOS TRIBUTARIOS",1,0,TS002,TÉCNICO/A SUPERIOR DE GESTIÓN Y/O ATENCION SOCIAL
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH - DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS - DEPARTAMENTO DE TRIBUTOS - SERVICIOS TRIBUTARIOS",1,0,JU133,JEFE/A DE UNIDAD DE RESOLUCIÓN DE RECURSOS Y BENEFICIOS FISCALES
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH - DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS - DEPARTAMENTO DE TRIBUTOS - SERVICIOS TRIBUTARIOS",1,0,JU105,JEFE/A DE UNIDAD DE INSPECCIÓN DE TRIBUTOS
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH - DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS - DEPARTAMENTO DE TRIBUTOS - SERVICIOS TRIBUTARIOS",1,0,JD075,JEFATURA DE DEPARTAMENTO DE TRIBUTOS
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH - DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS - DEPARTAMENTO DE TRIBUTOS - SERVICIOS TRIBUTARIOS",2,0,TS025,INSPECTOR/A DE TRIBUTOS
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH - DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS - DEPARTAMENTO DE TRIBUTOS - SERVICIOS TRIBUTARIOS",2,1,TE011,ADMINISTRATIVO/A DE COORDINACIÓN
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH - DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS - DEPARTAMENTO DE TRIBUTOS - SERVICIOS TRIBUTARIOS",4,1,AU008,AUXILIAR ADMINISTRATIVO DE COORDINACIÓN
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH - DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS - DEPARTAMENTO ECONÓMICO-FINANCIERO - SERVICIO ECONÓMICO FINANCIERO",1,0,JD014,JEFATURA DE DEPARTAMENTO ECONÓMICO-FINANCIERO
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH - DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS - DEPARTAMENTO ECONÓMICO-FINANCIERO - SERVICIO ECONÓMICO FINANCIERO",1,1,JU127,JEFE/A DE UNIDAD DE PLANIFICACIÓN Y CONTROL
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH - DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS - DEPARTAMENTO FINANCIERO Y CONTROL- TESORERIA - STAFF",1,0,JU018,JEFE/A DE UNIDAD DE GESTIÓN FINANCIERA Y CONTROL- TESORERIA
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH - DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS - DEPARTAMENTO FINANCIERO Y CONTROL- TESORERIA - STAFF",1,1,TE011,ADMINISTRATIVO/A DE COORDINACIÓN
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH - DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS - DEPARTAMENTO FINANCIERO Y CONTROL- TESORERIA - STAFF",1,1,JU146,JEFE/A DE UNIDAD DE RELACIONES CON ENTIDADES BANCARIAS Y CONCILIACIÓN DE ORDINALES TESORERIA
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH - DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS - DEPARTAMENTO FINANCIERO Y CONTROL- TESORERIA - STAFF",1,1,JD050,JEFATURA DE DEPARTAMENTO FINANCIERO Y CONTROL- TESORERIA
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH - DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS - INTERVENCIÓN - STAFF",1,0,AU021,SECRETARIO/A DIRECCIÓN
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH - DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS - INTERVENCIÓN - STAFF",1,0,TS010,ASESOR/A JURIDICO
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH - DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS - INTERVENCIÓN - STAFF",1,0,JU020,JEFE/A DE UNIDAD DE REGISTRO Y GESTIÓN DE EXPEDIENTES
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH - DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS - INTERVENCIÓN - STAFF",1,0,CN008,VICEINTERVENTOR/A
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH - DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS - INTERVENCIÓN - STAFF",1,0,CN010,ADJUNTO/A A LA INTERVENCIÓN
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH - DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS - INTERVENCIÓN - STAFF",1,1,CN002,INTERVENTOR/A GENERAL MUNICIPAL
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH - DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS - INTERVENCIÓN - STAFF",2,1,TE012,ADMINISTRATIVO/A
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH - DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS - INTERVENCIÓN - STAFF",3,0,TS002,TÉCNICO/A SUPERIOR DE GESTIÓN Y/O ATENCION SOCIAL
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH - DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS - INTERVENCIÓN - STAFF",3,2,AU008,AUXILIAR ADMINISTRATIVO DE COORDINACIÓN
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH - DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS - INTERVENCIÓN - STAFF",3,3,TE011,ADMINISTRATIVO/A DE COORDINACIÓN
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH - DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS - INTERVENCIÓN - STAFF",5,0,AU002,AUXILIAR ADMINISTRATIVO
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH - DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS - RECAUDADOR",1,0,DS032,RECAUDADOR MUNICIPAL
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH - DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS - SERVICIO DE CONTRATACIÓN",1,0,TM002,TÉCNICO/A MEDIO DE GESTIÓN Y/O ATENCIÓN SOCIAL
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH - DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS - SERVICIO DE CONTRATACIÓN",1,0,TS010,ASESOR/A JURIDICO
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH - DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS - SERVICIO DE CONTRATACIÓN",1,0,TS017,TÉCNICO/A ADMINISTRACION GENERAL
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH - DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS - SERVICIO DE CONTRATACIÓN",1,0,JU039,JEFE/A DE UNIDAD DE OBRAS Y CONSTRUCCIONES
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH - DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS - SERVICIO DE CONTRATACIÓN",1,0,JU040,JEFE/A DE UNIDAD DE CONTRATACIÓN DE SERVICIOS
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH - DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS - SERVICIO DE CONTRATACIÓN",1,0,JU177,JEFE/A DE UNIDAD DE CONTRATACIÓN DE SUMINISTROS
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH - DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS - SERVICIO DE CONTRATACIÓN",1,0,JD013,JEFATURA DE DEPARTAMENTO DE CONTRATACIÓN
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH - DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS - SERVICIO DE CONTRATACIÓN",1,0,DS037,DIRECCIÓN DE SERVICIO DE CONTRATACION
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH - DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS - SERVICIO DE CONTRATACIÓN",2,1,AU008,AUXILIAR ADMINISTRATIVO DE COORDINACIÓN
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH - DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS - SERVICIO DE CONTRATACIÓN",3,0,TE012,ADMINISTRATIVO/A
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH - DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS - SERVICIO DE CONTRATACIÓN",4,0,AU002,AUXILIAR ADMINISTRATIVO
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH - DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS - SERVICIO DE PATRIMONIO",1,0,TE005,OPERADOR/A DE INFORMÁTICA
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH - DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS - SERVICIO DE PATRIMONIO",1,0,AU021,SECRETARIO/A DIRECCIÓN
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH - DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS - SERVICIO DE PATRIMONIO",1,0,TS017,TÉCNICO/A DE ADMINISTRACIÓN GENERAL
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH - DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS - SERVICIO DE PATRIMONIO",1,0,TS010,ASESOR/A JURIDICO
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH - DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS - SERVICIO DE PATRIMONIO",1,0,TS006,ARQUITECTO/A SUPERIOR
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH - DELEGACIÓN DE ECONOMÍA, HACIENDA, PATRIMONIO Y RECURSOS HUMANOS - SERVICIO DE PATRIMONIO",1,0,DS030,DIRECCIÓN DE SERVICIO DE PATRIMONIO
